,ticker,name,match_rate,match_count,whole_count,average_volume,average_price
2943,7351.T,グッドパッチ,0.7,42,60,222118.33333333334,2917.733333333333
2953,7361.T,ヒューマンクリエイションホールディングス,0.5151515151515151,17,33,418248.48484848486,2510.848484848485
2955,7363.T,ベビーカレンダー,0.4230769230769231,11,26,619284.6153846154,9952.692307692309
2959,7412.T,アトム,0.65,39,60,1446883.3333333333,822.7166666666667
2983,7453.T,良品計画,0.48333333333333334,29,60,2159238.3333333335,2544.2833333333333
2987,7459.T,メディパルホールディングス,0.7333333333333333,44,60,555990.0,2190.5
3017,7513.T,コジマ,0.75,45,60,353980.0,727.1333333333333
3020,7516.T,コーナン商事,0.6666666666666666,40,60,324896.6666666667,3084.3333333333335
3021,7518.T,ネットワンシステムズ,0.6333333333333333,38,60,515486.6666666667,3521.1666666666665
3022,7519.T,五洋インテックス,0.6666666666666666,40,60,748326.6666666666,143.85
3029,7527.T,システムソフト,0.5166666666666667,31,60,4288778.333333333,152.76666666666668
3031,7532.T,パン・パシフィック・インターナショナルホールディングス,0.48333333333333334,29,60,1365215.0,2547.266666666667
3036,7545.T,西松屋チェーン,0.5333333333333333,32,60,823751.6666666666,1580.6666666666667
3037,7550.T,ゼンショーホールディングス,0.48333333333333334,29,60,415646.6666666667,2889.383333333333
3049,7571.T,ヤマノホールディングス,0.55,33,60,250818.33333333334,68.81666666666666
3050,7575.T,日本ライフライン,0.5666666666666667,34,60,250200.0,1429.75
3052,7581.T,サイゼリヤ,0.6833333333333333,41,60,235436.66666666666,2295.15
3056,7593.T,ＶＴホールディングス,0.55,33,60,506531.6666666667,434.03333333333336
3061,7599.T,ＩＤＯＭ,0.6333333333333333,38,60,446395.0,662.1333333333333
3068,7606.T,ユナイテッドアローズ,0.65,39,60,335271.6666666667,1996.8333333333333
3072,7610.T,テイツー,0.75,45,60,1488196.6666666667,89.5
3077,7616.T,コロワイド,0.5833333333333334,35,60,372703.3333333333,1963.7166666666667
3081,7623.T,サンオータス,0.6333333333333333,38,60,224538.33333333334,495.1
